content;seq_lengths;tags;subsent_nb
我一直支持北京地铁票涨价，不涨价也是财政补贴，不如让暗补变成明收。问题只有两个：1、明收您要告诉我们钱去了哪里；2、别扯他妈什么涨价分散人流，能不坐地铁的谁去挤那玩意儿啊，涨价就不坐地铁改开车或者腿儿着？<>分散人流是让您及公共去。;102,12;0,1;2
我一直支持北京地铁票涨价，不涨价也是财政补贴，不如让暗补变成明收。问题只有两个：1、明收您要告诉我们钱去了哪里；2、别扯他妈什么涨价分散人流，能不坐地铁的谁去挤那玩意儿啊，涨价就不坐地铁改开车或者腿儿着？<>订票价的都不是坐地铁挤公车的;102,14;0,0;2
我一直支持北京地铁票涨价，不涨价也是财政补贴，不如让暗补变成明收。问题只有两个：1、明收您要告诉我们钱去了哪里；2、别扯他妈什么涨价分散人流，能不坐地铁的谁去挤那玩意儿啊，涨价就不坐地铁改开车或者腿儿着？<>北方的车站比南方的远太多，明明公交一站路感觉当南方2、3站。;102,30;0,1;2
我一直支持北京地铁票涨价，不涨价也是财政补贴，不如让暗补变成明收。问题只有两个：1、明收您要告诉我们钱去了哪里；2、别扯他妈什么涨价分散人流，能不坐地铁的谁去挤那玩意儿啊，涨价就不坐地铁改开车或者腿儿着？<>涨价根本不能控制人流量，该坐还是得坐！有钱开车谁在乎一块两块，剥削穷人。;102,36;0,0;2
我一直支持北京地铁票涨价，不涨价也是财政补贴，不如让暗补变成明收。问题只有两个：1、明收您要告诉我们钱去了哪里；2、别扯他妈什么涨价分散人流，能不坐地铁的谁去挤那玩意儿啊，涨价就不坐地铁改开车或者腿儿着？<>我不主张涨价。直接提高上班族生活成本。一年坐地铁远的要5000多。坐公交只能睡到家就睡做首班车。买车？外地人怎么买？这些在有钱时都不是问题的问题难住了很多没钱的人。<>其实这都是我们的部长局长处长科长无能造成的。只是头疼医头脚痛医脚。要你们干嘛？;102,82,39;0,0,0;3
买房外地户口禁止?！买车没有交社保?！房租上涨?，雾霾最多，地铁也涨价了！“喂，是票务中心吗？我订一张回老家的票，单程！”   北漂就此终结！<>北京人更惨，躲都没地方躲。。。;71,15;1,0;2
买房外地户口禁止?！买车没有交社保?！房租上涨?，雾霾最多，地铁也涨价了！“喂，是票务中心吗？我订一张回老家的票，单程！”   北漂就此终结！<>单程飞回家吗;71,6;1,1;2
买房外地户口禁止?！买车没有交社保?！房租上涨?，雾霾最多，地铁也涨价了！“喂，是票务中心吗？我订一张回老家的票，单程！”   北漂就此终结！<>呵呵了 北漂还能回老家 可本地人哪还有老家;71,21;1,0;2
买房外地户口禁止?！买车没有交社保?！房租上涨?，雾霾最多，地铁也涨价了！“喂，是票务中心吗？我订一张回老家的票，单程！”   北漂就此终结！<>现在买房是不如投资啊，你好，@冯喆小胖，我是万惠CEO胡新，在互联网金融行业略有建树，可以的话交个朋友~期待互粉，方便日后有更多交流...;71,69;1,1;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>李光耀的专制都是为了老百姓，而不像有些打着为人民服务的口号，官员至少九成都做着掩耳盗铃的勾当[伤心]一个财务公开都BB了几十年，真如此，是动了谁的奶酪[不要]把当今老百姓当傻子[弱];79,91;1,0;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>民主定义是根据时代发展所显现出来的不同要求，中国现在的民主要求是现在中国发展的体现！;79,42;1,2;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>胡扯，美国自己也离民主万八里远。;79,16;1,0;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>民主法治是人类共有的文明，就是民主，不要人为分东方与西方;79,28;1,1;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>看过了，没啥，投票人数太少了而已，差距显示不出来。;79,25;1,1;2
【李光耀论中国：不会成为西方式民主国家，否则就会崩溃】你是否赞成这样的观点？http://t.cn/RAZHjkR 投票http://t.cn/RAZHQkl<>66@思想汇聚人生 @凤凰卫视欧洲台;79,18;1,1;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>这么一小块地方，还占着马六甲，治理不好那真的就是蠢才了，值得吹么？;139,33;2,0;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>瞧这智商，打脸啦！;139,9;2,0;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>他自己没学通儒家，儒从根本上就是普世价值观。;139,22;2,0;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>这臭傻逼怎么总喷粪;139,9;2,0;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>看着底下这么多人为新加坡水深火热的民生和政治干着急，由衷的佩服你们的情怀。;139,37;2,1;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>转发微博<>NaN<>闾丘露薇说李光耀是一个有争议的政治家，搞不明白，一个政治家身后留下一个民族富强的国家，这还要争议什么;139,4,3,50;2,1,1,2;4
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>转发微博<>NaN<>NaN<>“汉家自有制度，本以霸王道杂之，奈何纯任德教，用周政乎？”——汉宣帝。;139,4,3,3,35;2,1,1,1,0;5
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>英国殖民地不止新加坡吧？印度也是吧？还有印度，巴基斯坦，马来西亚，孟加拉国，斯里兰卡，缅甸，也门，香港，为啥这里面新加坡和香港发展得最好呢？一个伟人这样说话，有损形象啊！;139,85;2,0;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>很认同。所以盼望香港能划归英国，为了全港人的未来和幸福。;139,28;2,2;2
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>[doge]<>突然间想到个问题 提问@五岳散人 英国人在印度呆的时间更长呀？ 印度为什么还是个烂摊子？;139,6,44;2,1,1;3
李光耀去世。作为一个优秀的政治家，他的两句话让人印象深刻：“新加坡成功的关键，是英国人留下的法治制度，而不是什么儒家文化。”、“二十一世纪后半叶，世界上最重要的双边关系是中美关系。”前者回顾历史，总结的精辟；后者展望未来，正在逐步实现。好的政治家正是这种能认清历史与未来的人吧。<>转发微博<>两个双引号直接不用加顿号;139,4,12;2,1,1;3
李光耀比之于蒋经国，如何？<>蒋经国更牛，他把家天下变成了公天下，并证明了，中国是可以有自由和民主的。<>天和地，蒋公千古;13,36,8;1,2,2;3
李光耀比之于蒋经国，如何？<>蒋经国更牛，他把家天下变成了公天下，并证明了，中国是可以有自由和民主的。<>我是不是要画幅李光耀？蒋经国已在画！;13,36,18;1,2,1;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>这老头生与封建时代，长与封建时代，在人格形成初期就只接受了封建思想的教育，他的话，不能当做权威，只能看做一种时代现象，而已。他老了，他的封建思想会在他死后，埋入土壤，新时代的人类不必太过当真，精华可取，糟粕不留。;154,106;1,1;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>很实在的话很实在的人！;154,11;1,2;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>放屁，直男癌晚期！无论男女应该趁年轻去做自己想做的事情，除非生孩子是这辈子最大的愿望。;154,43;1,0;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>这是有背景的，新加坡生育率低这事真是让政府操碎了心，政府不仅忙着组织年轻人联谊，连开房的钱也是政府掏但人家就是只做不生，至于从国外往回抱孩子这事哎说多了都是泪啊;154,80;1,1;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>看着确实恶心。男的提问他没这么说;154,16;1,0;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>如果李光耀对一个男性后辈关怀地询问年纪婚配，然后告诉他，快点跟女人生个孩子吧，男人过了25岁精子质量就下降啦，这事儿比学位重要。会是个什么社会反映呵呵呵~~~<>我去，他到底还是未能脱支！;154,79,13;1,0,0;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>如果李光耀对一个男性后辈关怀地询问年纪婚配，然后告诉他，快点跟女人生个孩子吧，男人过了25岁精子质量就下降啦，这事儿比学位重要。会是个什么社会反映呵呵呵~~~<>应该加上读这么久书年纪一把还没车没房，鼻孔长在天上没有女人愿意要，学位有什么用/:男人18-28精子质量最好，35岁就不行了，要么没法让老婆怀孕，要么生出缺陷儿抑郁儿;154,79,83;1,0,0;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>如果李光耀对一个男性后辈关怀地询问年纪婚配，然后告诉他，快点跟女人生个孩子吧，男人过了25岁精子质量就下降啦，这事儿比学位重要。会是个什么社会反映呵呵呵~~~<>男人18-28精子质量最好，35岁就不行了，要么没法让老婆怀孕，要么生出缺陷儿抑郁儿，可笑的是社会都把男人的原因嫁祸给女人;154,79,61;1,0,0;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>现在的女权大多数都是妖孽了，一无学识二无见识三无诚意四无修养，而且还支持计生，整个一共产党的同路人，马列走狗。[鄙视];154,59;1,0;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>李光耀二戰時為日本人造事，post主說說?;154,21;1,0;2
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>工作、学习是为了更好地生活！<>要会生活！;154,14,5;1,0,0;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>回复@吐槽嗜睡毛球:你爸生你之前也是直男癌，还有你爷爷。<>挂右边这个分不清楚直男和直男癌的直男癌患者，直男癌患病对象是不分性别的;154,28,35;1,1,0;3
#新闻摘编#：李光耀曾对话女博士：不要浪费时间啦，找个男朋友】李光耀先询问对方年龄，女博士：我27岁。李光耀若有所思：27岁的时候我已经和柯玉芝结婚了。“你是在读博士？”女博士：恩。 李光耀：再过两年你就29啦。生孩子最好在35岁之前。不要浪费时间，这事比博士学位重要。http://t.cn/RAwPhW8<>我实习的时候遇见个老太太，她先是夸我长得好，又问我有没有男朋友，我说没有。她说，你现在就应该先跟着老师好好学技术，找朋友的事情不着急。当时觉得好温暖。长辈就应该是这个样子的。[泪];154,90;1,1;2
让我非常动情的一张照片，一度非常著名的反对党领袖詹时中，自70年代开始就与李光耀在政治上和国会等场合屡次交锋，多次针锋相对，今天步履蹒跚白发苍苍的他来和李光耀告别。这，就是人生和世界。<>中国人没有这个雅量，在媒体上都拉帮结伙，没有是非，谁是哥们儿就挺谁。大V们尤其如此。;92,42;2,0;2
让我非常动情的一张照片，一度非常著名的反对党领袖詹时中，自70年代开始就与李光耀在政治上和国会等场合屡次交锋，多次针锋相对，今天步履蹒跚白发苍苍的他来和李光耀告别。这，就是人生和世界。<>新加坡还有反对党？;92,9;2,1;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>血统代表不了信仰，有人做汉奸你说服得了他们信仰你的信仰.........;106,36;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>[拜拜]希望国人不要热脸贴冷屁股，也希望外国人不要出事了就拿“华人”做新闻;106,37;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>说的太对了，像在nba打篮球的林书豪一样，人家自己都说了不是中国人是台湾人，现在是美国人了，中国的媒体还舔人家的屁股贴上去，我真替中国的媒体感到悲哀。;106,75;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>哈哈，在电视里看到李光耀祖籍地梅州大埔举办追悼会简直要笑死了。;106,31;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>中国领跑世界几千年，从1840到1949，其实也就落后了100多年，中国人也没什么自卑的，中华民族流淌的就是高贵的血，现在全世界都要被华人占领了。;106,73;0,2;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>转发微博.<>NaN<>NaN<>攀亲戚？人家又不会给你钱花;106,5,3,3,13;0,1,1,1,0;5
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>这让我想起了我曾经接触过的某皇家科学院院士，他为其出身于鸡国而感到羞耻。;106,36;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>想想犹太人在德国的遭遇， 华人在印尼的遭遇， 黑人在美国的遭遇， 所以， 民族不是换个国籍就能撇清的.信不信? 中印如果开战， 在印华人必然遭殃.;106,73;0,0;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>回覆@一丨一乛丿丶丨乛谷: 在粤语里，闹有骂的意思啦。 就是使用粤语「闹」字的不同意思，说个冷笑话。 ← ← 比「娶个姓梁名山的妻子，生个叫革命的孩子」这冷笑话高雅多了。;106,85;0,1;2
李光耀是新加坡人，骆家辉是美国人，他信是泰国人，阿基诺夫人是菲律宾人，这些人虽然都有华人血统，但在国家认同上，都不是中国人。很多人仅仅因为这些人有华人血统就觉得是人家亲戚，这是自作多情。你和人家攀亲戚，攀的着么？<>一个村的，一个省的，一个学校的，一个导师的，也是扯蛋关系。<>【 [攀亲寻源] 是中国的传统文化，这种落后文化在当今文明世界的眼里，虽然有那么一点可怜，但更多的还是让人感到恶心】;106,29,58;0,0,0;3
国家统计局人口普查处崔红艳处长将2010年普查1.18的生育率修正为1.5，既不是采纳短表1379万0岁人口，也不是采纳长表119万出生人口，而是自己推测的1592万0岁人口，那么就与普查没有关系了。她确定2010年预期寿命也是凭空修正，没有任何普查和医疗数据支撑。支撑基本国策的人口数据竟是如此草率！<>有辟谣吗？;151,5;0,1;2
国家统计局人口普查处崔红艳处长将2010年普查1.18的生育率修正为1.5，既不是采纳短表1379万0岁人口，也不是采纳长表119万出生人口，而是自己推测的1592万0岁人口，那么就与普查没有关系了。她确定2010年预期寿命也是凭空修正，没有任何普查和医疗数据支撑。支撑基本国策的人口数据竟是如此草率！<>这才是扯蛋呢！一个处长修改这唠神子数据干什么？对她有什么好处？我怀疑是操作国策的首长逼着她修改。;151,48;0,0;2
国家统计局人口普查处崔红艳处长将2010年普查1.18的生育率修正为1.5，既不是采纳短表1379万0岁人口，也不是采纳长表119万出生人口，而是自己推测的1592万0岁人口，那么就与普查没有关系了。她确定2010年预期寿命也是凭空修正，没有任何普查和医疗数据支撑。支撑基本国策的人口数据竟是如此草率！<>本条是针对:我的评估是完全放开生育，未来十年中平均生育率不会超过1.8。最高时候也不会超过2.2.;151,49;0,1;2
国家统计局人口普查处崔红艳处长将2010年普查1.18的生育率修正为1.5，既不是采纳短表1379万0岁人口，也不是采纳长表119万出生人口，而是自己推测的1592万0岁人口，那么就与普查没有关系了。她确定2010年预期寿命也是凭空修正，没有任何普查和医疗数据支撑。支撑基本国策的人口数据竟是如此草率！<>中国有多少数据都出自官员的“臆测”，而政策却是建立在这些臆测的数字上，那岂不是在意淫？都在做着中国梦;151,50;0,0;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>大自然和社会规律都在发挥调节人口规模的作用。;138,22;0,1;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>只有女性经济独立，人格自主，地位平等，彻底摆脱生育机器的身份，才能让人口素质上去，数量下去。;138,46;0,1;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>因为大部分人经济压力太大，养不起;138,16;0,0;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>茅先生好，我拍了一款黄色的连衣裙，您可以给你的孩子这款连衣裙的链接，我主页有，让孙女或者外孙女相亲的时候穿，平时上班也可以穿。王甜甜;138,66;0,1;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>这下看出毛主席的伟大了吧？生活幸福无忧无虑的人才有生育意愿，不是你让生就生的。现在新三座大山压着，咋生？咋养？;138,55;0,0;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>计划好。但有些过。一家生俩合适。这样才符合人口学！;138,25;0,1;2
过年的意义不在吃喝，而在团聚。可是大多数家庭的人口越来越少。过去大家庭几十口人一起过年的事不再有了。由于计划生育，三代人的人数是四二一，一共才七个人。难怪青年夫妇去谁家过年成为一大争论，大家都想热热闹闹。可是热闹不起来。全世界这种现象是普遍的。各国都在鼓励生育，可是不见效果。<>来看下，果然是唱衰中国的领军人物，原来老师说的是真的。。。;138,29;0,1;2
计划生育的利益是短期的和现实的，而其危害则要经过几十年才能显现出来。我们高兴兴的计算省下了多少养孩子的钱，却忘了等我们老了就没有孩子来养我们了。我发表了文章 http://t.cn/RAv8wi6<>你全家不吃黄金大米死你全家！！！！！！;98,19;0,0;2
计划生育的利益是短期的和现实的，而其危害则要经过几十年才能显现出来。我们高兴兴的计算省下了多少养孩子的钱，却忘了等我们老了就没有孩子来养我们了。我发表了文章 http://t.cn/RAv8wi6<>再婚挑男人的方法:一，找靠谱的男人别去婚恋网上找。二，要给彼此时间，不能认识两月就准备百年好合。三，上床是彼此生理需要，不能睡一觉就非要人家负责任。四，看男人怎么做，别听男人怎么说，见两面就谈结婚的全是忽悠人。五，再婚要准确评价自己，当女孩时找不到白马王子，离异带孩时就别幻想了。;98,140;0,1;2
计划生育的利益是短期的和现实的，而其危害则要经过几十年才能显现出来。我们高兴兴的计算省下了多少养孩子的钱，却忘了等我们老了就没有孩子来养我们了。我发表了文章 http://t.cn/RAv8wi6<>计划生育还有的附带副作用是阻碍了两岸四弟的融合。其实中国的经济形式和生活方式和港澳台已相差不大，如没有计划生育，两岸四地几乎没有明显差别。老百姓很容易融为一体。还有一个副作用是造成了对主体民族的事实性歧视，可以说，计划生育与与中国逆向民族主义思潮互为因果<>:逆向民族主义教育与计划生育同时几乎开始，颇为诡吊;98,127,25;0,0,1;3
计划生育的利益是短期的和现实的，而其危害则要经过几十年才能显现出来。我们高兴兴的计算省下了多少养孩子的钱，却忘了等我们老了就没有孩子来养我们了。我发表了文章 http://t.cn/RAv8wi6<>按照你的观点: 老年化少子化的日本应该创新的圣地！日本的政客应该欢呼.[偷笑]日本智能化机器人水平世界最高之一吧，更有条件实现产业升级，更是都可以去养老院养老啊.日本政府鼓励生育的行为，难道是脑残？日本经济失去的25年是幻觉？没有人买的话 机器人生产的东西要;98,129;0,0;2
计划生育的利益是短期的和现实的，而其危害则要经过几十年才能显现出来。我们高兴兴的计算省下了多少养孩子的钱，却忘了等我们老了就没有孩子来养我们了。我发表了文章 http://t.cn/RAv8wi6<>有人说:我有钱，我不要自己的孩子，我去住最豪华的养老院。可是，养老院里为你服务的，为你生产各种生活消费品的，不还是别人的孩子吗？我说的“我们的孩子”，不是哪个家庭的孩子，;98,85;0,1;2
